CCT3,TOP2A,RRM2,PTTG1,LCAT,VIPR1,ESR1,FCN3,CYP2B6,NAT2,APOF,CYP1A2,FCN2,FOS,GPC3,ECM1,MT1F,CCNB1,CXCL14,PRC1,ASPM,STAB2,HAMP,Class
8.585,8.989,7.528,8.814,5.154,4.091,4.038,4.931,4.669,4.85,4.548,5.335,3.4,5.72,11.463,5.055,8.892,7.768,3.276,6.116,7.328,3.972,11.649,Cancer
9.184,8.296,7.442,7.886,4.525,3.811,3.694,6.811,3.043,3.5,3.714,6.305,3.159,5.741,4.072,5.579,11.271,6.261,2.989,5.07,6.348,3.457,6.645,Cancer
9.782,6.995,6.564,7.694,5.453,4.133,4.405,5.541,5.301,6.499,6.959,8.811,3.127,4.861,10.912,5.176,8.811,6.766,3.367,5.621,6.782,4.082,8.951,Cancer
8.315,4.791,3.618,6.047,5.983,5.154,5.075,6.831,6.942,5.385,6.342,9.237,4.081,8.224,7.061,6.237,8.262,3.837,3.842,4.076,3.956,3.825,9.404,Cancer
7.615,3.665,2.985,5.316,8.85,7.902,7.618,10.002,9.596,9.235,9.568,12.214,7.372,10.526,4.099,7.828,10.937,3.448,6.832,3.727,3.861,6.453,9.993,Normal
9.59,9.922,7.831,8.225,5.265,3.398,3.877,4.777,4.043,3.796,4.631,4.681,3.189,3.696,11.13,5.07,5.463,5.61,3.113,7.019,7.662,3.384,5.781,Cancer
8.087,3.909,3.188,5.195,8.826,7.451,7.42,10.076,8.652,9.017,8.888,12.53,6.291,6.844,4.454,7.621,11.441,3.574,7.392,3.733,3.835,5.899,11.729,Normal
10.568,6.939,5.224,7.092,4.686,4.931,3.682,5.168,3.067,5.943,3.881,7.586,3.433,6.204,5.254,5.27,7.582,5.589,4.547,5.194,6.473,4.025,3.809,Cancer
7.405,7.32,3.726,5.738,7.471,7.297,5.01,7.886,8.111,6.687,5.455,12.426,5.543,8.827,7.952,7.057,10.234,3.805,7.168,4.139,3.988,4.929,10.27,Normal
7.62,3.88,3.586,5.269,8.623,6.689,7.154,6.662,8.538,8.616,9.196,12.248,3.543,9.826,4.472,6.493,11.612,3.345,5.6,3.404,3.841,4.71,12.224,Normal
9.76,7.65,8.232,9.01,4.377,4.057,3.568,4.775,5.962,5.428,5.281,5.642,3.066,4.945,11.113,5.029,5.438,7.501,2.868,7.718,7.291,3.689,5.802,Cancer
7.896,3.549,3.609,5.43,8.739,7.218,7.278,10.315,8.928,8.99,9.324,12.381,8.426,10.418,4.301,8.13,11.603,3.68,7.581,3.687,3.604,7.403,12.565,Normal
7.974,8.341,6.816,7.55,5.222,4.58,5.159,5.525,7.204,6.722,6.737,4.884,3.691,5.636,7.033,4.969,11.313,5.961,3.24,5.971,7.149,3.59,5.258,Cancer
8.207,3.12,3.063,5.036,8.447,7.957,6.962,10.116,7.502,9.04,9.403,11.939,7.595,9.089,4.812,7.736,11.66,3.568,7.161,3.387,3.314,6.383,12.096,Normal
7.278,3.712,4.017,4.943,9.066,8.049,8.544,7.87,9.511,9.486,9.037,12.329,4.753,10.044,4.745,7.201,11.484,3.347,6.916,4.29,3.972,4.795,9.55,Normal
7.84,3.663,2.999,5.41,8.548,8.068,8.16,8.746,7.934,9.705,9.214,12.673,6.498,8.165,4.112,7.601,11.986,3.27,6.12,3.56,3.633,6.159,11.704,Normal
7.992,3.308,3.313,4.916,8.548,8.534,7.348,9.925,9.171,9.328,9.264,12.236,6.107,11.692,4.353,8.162,11.38,3.589,7.551,3.471,3.375,6.703,12.601,Normal
9.772,7.34,6.31,7.459,4.805,3.82,4.413,5.207,3.188,5.273,8.783,6.317,3.213,7.545,12.48,4.959,8.263,5.067,2.982,6.011,7.051,3.412,9.162,Normal
7.804,3.945,3.376,5.13,8.497,7.503,7.276,9.716,7.666,9.603,9.32,12.67,5.687,10.014,4.337,7.824,11.7,3.489,7.529,3.329,3.687,5.933,12.572,Normal
7.804,3.78,4.245,5.059,8.195,7.009,7.24,8.038,8.916,9.163,9.544,11.761,3.902,10.373,4.547,7.236,10.537,3.335,6.77,4.044,3.595,5.372,12.058,Normal
10.481,6.925,5.375,8.458,5.964,3.768,4.537,5.501,3.853,4.43,4.33,5.223,3.699,5.492,12.462,4.985,7.015,7.919,3.191,6.583,8.043,4.061,5.929,Cancer
